o_orderid,o_hq,o_manuid,o_dealerid,o_carid
7571,15,24,25,7571
7572,15,20,31,7572
7573,15,91,138,7573
7574,15,160,35,7574
7575,15,148,47,7575
7576,15,66,147,7576
7577,15,95,39,7577
7578,15,130,153,7578
7579,15,197,174,7579
7580,15,73,132,7580
7581,15,149,46,7581
7582,15,199,123,7582
7583,15,26,4,7583
7584,15,178,111,7584
7585,15,197,82,7585
7586,15,87,103,7586
7587,15,37,52,7587
7588,15,47,148,7588
7589,15,164,119,7589
7590,15,180,111,7590
7591,15,61,136,7591
7592,15,154,125,7592
7593,15,161,150,7593
7594,15,8,34,7594
7595,15,171,41,7595
7596,15,170,185,7596
7597,15,110,10,7597
7598,15,102,135,7598
7599,15,195,102,7599
7600,15,121,32,7600
7601,15,72,160,7601
7602,15,157,37,7602
7603,15,147,104,7603
7604,15,61,196,7604
7605,15,22,200,7605
7606,15,133,47,7606
7607,15,108,19,7607
7608,15,44,31,7608
7609,15,113,156,7609
7610,15,36,107,7610
7611,15,15,38,7611
7612,15,84,47,7612
7613,15,20,188,7613
7614,15,174,43,7614
7615,15,58,53,7615
7616,15,62,121,7616
7617,15,188,24,7617
7618,15,75,59,7618
7619,15,39,14,7619
7620,15,33,36,7620
7621,15,68,173,7621
7622,15,93,39,7622
7623,15,183,59,7623
7624,15,75,174,7624
7625,15,164,10,7625
7626,15,104,9,7626
7627,15,44,174,7627
7628,15,130,183,7628
7629,15,78,120,7629
7630,15,198,159,7630
7631,15,38,126,7631
7632,15,193,70,7632
7633,15,13,87,7633
7634,15,19,73,7634
7635,15,174,66,7635
7636,15,121,19,7636
7637,15,54,196,7637
7638,15,149,148,7638
7639,15,138,159,7639
7640,15,46,149,7640
7641,15,140,48,7641
7642,15,67,64,7642
7643,15,86,166,7643
7644,15,122,100,7644
7645,15,5,157,7645
7646,15,188,189,7646
7647,15,159,75,7647
7648,15,41,148,7648
7649,15,76,66,7649
7650,15,40,145,7650
7651,15,40,190,7651
7652,15,122,87,7652
7653,15,6,176,7653
7654,15,186,14,7654
7655,15,98,15,7655
7656,15,97,154,7656
7657,15,116,104,7657
7658,15,122,107,7658
7659,15,8,144,7659
7660,15,87,106,7660
7661,15,43,195,7661
7662,15,82,110,7662
7663,15,131,78,7663
7664,15,17,52,7664
7665,15,190,11,7665
7666,15,169,143,7666
7667,15,175,104,7667
7668,15,68,133,7668
7669,15,124,184,7669
7670,15,116,5,7670
7671,15,157,62,7671
7672,15,150,102,7672
7673,15,49,187,7673
7674,15,70,72,7674
7675,15,49,177,7675
7676,15,166,8,7676
7677,15,183,96,7677
7678,15,135,121,7678
7679,15,90,17,7679
7680,15,184,6,7680
7681,15,131,152,7681
7682,15,64,195,7682
7683,15,45,140,7683
7684,11,58,144,7684
7685,11,166,200,7685
7686,11,65,101,7686
7687,11,170,13,7687
7688,11,29,31,7688
7689,11,122,10,7689
7690,11,164,35,7690
7691,11,74,109,7691
7692,11,16,18,7692
7693,11,122,80,7693
7694,11,130,179,7694
7695,11,65,1,7695
7696,11,144,9,7696
7697,11,58,35,7697
7698,11,75,45,7698
7699,11,92,24,7699
7700,11,50,12,7700
7701,11,196,82,7701
7702,11,22,9,7702
7703,11,128,93,7703
7704,11,143,115,7704
7705,11,77,70,7705
7706,11,31,22,7706
7707,11,40,15,7707
7708,11,200,196,7708
7709,11,36,198,7709
7710,11,87,24,7710
7711,11,84,26,7711
7712,11,150,128,7712
7713,11,191,72,7713
7714,11,57,32,7714
7715,11,41,130,7715
7716,11,86,120,7716
7717,11,16,68,7717
7718,11,42,24,7718
7719,11,20,50,7719
7720,11,41,168,7720
7721,11,57,187,7721
7722,11,182,71,7722
7723,11,170,178,7723
7724,11,77,103,7724
7725,11,91,189,7725
7726,11,183,190,7726
7727,11,26,81,7727
7728,11,128,138,7728
7729,11,40,192,7729
7730,11,198,169,7730
7731,11,172,96,7731
7732,11,62,194,7732
7733,11,174,108,7733
7734,11,104,109,7734
7735,11,92,78,7735
7736,11,138,144,7736
7737,11,44,192,7737
7738,11,200,62,7738
7739,11,145,69,7739
7740,11,86,183,7740
7741,11,170,5,7741
7742,11,179,97,7742
7743,11,98,191,7743
7744,11,130,19,7744
7745,11,84,97,7745
7746,11,195,40,7746
7747,11,55,111,7747
7748,11,150,140,7748
7749,11,39,119,7749
7750,11,131,127,7750
7751,11,185,113,7751
7752,11,109,146,7752
7753,11,3,75,7753
7754,11,118,199,7754
7755,11,9,57,7755
7756,11,120,168,7756
7757,11,131,132,7757
7758,11,51,130,7758
7759,11,67,108,7759
7760,11,91,186,7760
7761,11,193,15,7761
7762,11,50,200,7762
7763,11,49,160,7763
7764,11,156,140,7764
7765,11,65,76,7765
7766,11,65,93,7766
7767,11,65,34,7767
7768,6,51,16,7768
7769,6,19,76,7769
7770,6,66,61,7770
7771,6,88,132,7771
7772,6,100,4,7772
7773,6,91,168,7773
7774,6,135,4,7774
7775,6,114,138,7775
7776,6,27,178,7776
7777,6,114,69,7777
7778,6,6,192,7778
7779,6,62,147,7779
7780,6,130,132,7780
7781,6,117,27,7781
7782,6,93,176,7782
7783,6,40,45,7783
7784,6,117,39,7784
7785,6,144,44,7785
7786,6,112,101,7786
7787,6,15,135,7787
7788,6,38,199,7788
7789,6,29,200,7789
7790,6,71,113,7790
7791,6,38,9,7791
7792,6,129,87,7792
7793,6,101,139,7793
7794,6,109,68,7794
7795,6,78,174,7795
7796,6,114,156,7796
7797,6,186,138,7797
7798,6,144,122,7798
7799,6,169,156,7799
7800,6,119,31,7800
7801,6,38,140,7801
7802,6,179,121,7802
7803,6,181,22,7803
7804,6,103,96,7804
7805,6,26,48,7805
7806,6,56,163,7806
7807,6,92,83,7807
7808,6,95,46,7808
7809,6,191,134,7809
7810,6,108,124,7810
7811,6,144,93,7811
7812,6,136,71,7812
7813,6,168,69,7813
7814,6,127,22,7814
7815,6,155,49,7815
7816,6,200,136,7816
7817,6,111,195,7817
7818,6,147,192,7818
7819,6,88,24,7819
7820,6,170,164,7820
7821,6,23,93,7821
7822,6,112,198,7822
7823,6,160,10,7823
7824,6,171,48,7824
7825,6,41,169,7825
7826,6,181,146,7826
7827,6,120,21,7827
7828,6,156,156,7828
7829,6,28,177,7829
7830,6,36,110,7830
7831,6,27,44,7831
7832,6,75,10,7832
7833,6,71,27,7833
7834,6,33,143,7834
7835,6,120,44,7835
7836,6,175,20,7836
7837,6,3,179,7837
7838,6,47,95,7838
7839,6,171,121,7839
7840,6,18,27,7840
7841,6,7,135,7841
7842,6,199,63,7842
7843,6,96,122,7843
7844,6,45,67,7844
7845,6,33,46,7845
7846,6,14,101,7846
7847,6,114,47,7847
7848,6,143,112,7848
7849,6,169,6,7849
7850,6,155,110,7850
7851,6,28,151,7851
7852,6,154,65,7852
7853,6,105,101,7853
7854,6,35,63,7854
7855,6,53,62,7855
7856,6,92,81,7856
7857,6,180,191,7857
7858,6,14,108,7858
7859,6,170,158,7859
7860,6,114,82,7860
7861,6,167,51,7861
7862,6,61,158,7862
7863,6,200,196,7863
7864,6,167,189,7864
7865,6,43,177,7865
7866,6,181,38,7866
7867,6,28,106,7867
7868,6,88,48,7868
7869,6,164,165,7869
7870,6,99,14,7870
7871,6,121,175,7871
7872,6,50,141,7872
7873,6,69,42,7873
7874,6,90,200,7874
7875,6,87,102,7875
7876,6,94,107,7876
7877,6,14,47,7877
7878,6,115,198,7878
7879,6,177,92,7879
7880,6,26,54,7880
7881,6,65,34,7881
7882,6,159,55,7882
7883,6,6,194,7883
7884,6,32,48,7884
7885,6,167,135,7885
7886,6,196,125,7886
7887,6,12,111,7887
7888,6,70,193,7888
7889,6,34,133,7889
7890,6,158,23,7890
7891,6,45,121,7891
7892,6,44,167,7892
7893,6,24,86,7893
7894,6,180,34,7894
7895,6,77,133,7895
7896,6,33,171,7896
7897,6,93,52,7897
7898,6,21,192,7898
7899,6,150,82,7899
7900,6,42,185,7900
7901,6,148,45,7901
7902,6,21,79,7902
7903,6,45,195,7903
7904,6,196,139,7904
7905,6,176,42,7905
7906,6,200,121,7906
7907,6,164,23,7907
7908,6,121,51,7908
7909,6,54,68,7909
7910,6,12,50,7910
7911,6,197,24,7911
7912,6,125,131,7912
7913,6,116,65,7913
7914,6,82,177,7914
7915,6,81,179,7915
7916,6,1,149,7916
7917,6,200,8,7917
7918,6,4,103,7918
7919,6,135,21,7919
7920,6,197,17,7920
7921,6,171,177,7921
7922,6,79,108,7922
7923,6,115,75,7923
7924,6,88,54,7924
7925,6,77,17,7925
7926,6,66,109,7926
7927,6,13,191,7927
7928,6,22,125,7928
7929,6,102,9,7929
7930,6,12,179,7930
7931,6,4,31,7931
7932,6,33,52,7932
7933,6,113,88,7933
7934,6,23,80,7934
7935,16,130,200,7935
7936,16,49,60,7936
7937,16,155,78,7937
7938,16,85,78,7938
7939,16,15,77,7939
7940,16,58,68,7940
7941,16,180,84,7941
7942,16,199,5,7942
7943,16,179,179,7943
7944,16,56,119,7944
7945,16,153,110,7945
7946,16,191,16,7946
7947,16,173,14,7947
7948,16,17,106,7948
7949,16,143,164,7949
7950,16,125,48,7950
7951,16,99,141,7951
7952,16,135,103,7952
7953,16,166,21,7953
7954,16,124,132,7954
7955,16,84,19,7955
7956,16,197,163,7956
7957,16,122,184,7957
7958,16,25,136,7958
7959,16,119,146,7959
7960,16,166,26,7960
7961,16,51,28,7961
7962,16,153,124,7962
7963,16,168,58,7963
7964,16,91,16,7964
7965,16,4,59,7965
7966,16,145,190,7966
7967,16,50,177,7967
7968,16,70,43,7968
7969,16,31,32,7969
7970,16,33,116,7970
7971,16,170,184,7971
7972,16,64,130,7972
7973,16,185,161,7973
7974,16,33,129,7974
7975,16,101,148,7975
7976,16,171,172,7976
7977,16,114,58,7977
7978,16,200,186,7978
7979,16,83,79,7979
7980,16,52,7,7980
7981,16,182,62,7981
7982,16,142,4,7982
7983,16,188,131,7983
7984,16,32,44,7984
7985,16,7,192,7985
7986,16,130,63,7986
7987,16,28,37,7987
7988,16,93,105,7988
7989,16,183,176,7989
7990,16,161,83,7990
7991,16,104,107,7991
7992,16,1,162,7992
7993,16,44,83,7993
7994,16,109,117,7994
7995,16,133,31,7995
7996,16,152,163,7996
7997,16,82,118,7997
7998,16,138,156,7998
7999,16,15,26,7999
8000,16,130,188,8000
8001,16,68,164,8001
8002,16,96,51,8002
8003,16,69,167,8003
8004,16,125,156,8004
8005,16,165,31,8005
8006,16,122,163,8006
8007,16,172,187,8007
8008,16,9,46,8008
8009,16,85,175,8009
8010,16,18,118,8010
8011,16,165,71,8011
8012,16,189,198,8012
8013,16,96,2,8013
8014,16,61,130,8014
8015,16,166,31,8015
8016,16,76,73,8016
8017,16,149,6,8017
8018,16,88,171,8018
8019,16,72,2,8019
8020,16,84,151,8020
8021,16,76,119,8021
8022,16,197,16,8022
8023,16,157,43,8023
8024,16,41,78,8024
8025,16,174,166,8025
8026,16,187,78,8026
8027,16,195,147,8027
8028,16,189,137,8028
8029,16,98,176,8029
8030,16,200,145,8030
8031,16,79,157,8031
8032,16,88,64,8032
8033,16,39,1,8033
8034,16,184,96,8034
8035,16,159,186,8035
8036,16,91,198,8036
8037,16,107,103,8037
8038,16,172,131,8038
8039,16,149,75,8039
8040,16,189,174,8040
8041,16,195,51,8041
8042,16,153,47,8042
8043,16,43,91,8043
8044,16,185,35,8044
8045,16,62,11,8045
8046,16,64,73,8046
8047,16,9,183,8047
8048,16,106,88,8048
8049,16,20,182,8049
8050,16,58,178,8050
8051,16,129,128,8051
8052,16,132,149,8052
8053,16,15,25,8053
8054,16,144,29,8054
8055,16,95,168,8055
8056,16,99,171,8056
8057,16,39,166,8057
8058,16,156,65,8058
8059,16,200,143,8059
8060,16,191,8,8060
8061,16,113,106,8061
8062,16,151,36,8062
8063,16,83,135,8063
8064,16,29,73,8064
8065,16,164,68,8065
8066,16,195,135,8066
8067,16,60,10,8067
8068,16,164,88,8068
8069,16,121,138,8069
8070,16,78,194,8070
8071,16,104,22,8071
8072,16,161,182,8072
8073,16,155,2,8073
8074,16,157,50,8074
8075,16,185,181,8075
8076,16,68,90,8076
8077,16,95,169,8077
8078,16,120,185,8078
8079,16,79,200,8079
8080,16,72,144,8080
8081,16,174,100,8081
8082,16,128,61,8082
8083,16,76,169,8083
8084,16,167,86,8084
8085,16,80,180,8085
8086,16,20,30,8086
8087,16,147,178,8087
8088,16,60,143,8088
8089,16,112,187,8089
8090,16,129,47,8090
8091,16,141,168,8091
8092,16,188,11,8092
8093,16,173,192,8093
8094,16,71,170,8094
8095,16,63,180,8095
8096,16,146,56,8096
8097,16,82,81,8097
8098,16,10,47,8098
8099,16,170,144,8099
8100,16,43,128,8100
8101,16,131,162,8101
8102,17,73,163,8102
8103,17,34,29,8103
8104,17,200,70,8104
8105,17,53,116,8105
8106,17,133,136,8106
8107,17,122,121,8107
8108,17,191,2,8108
8109,17,153,192,8109
8110,17,36,192,8110
8111,17,148,192,8111
8112,17,147,185,8112
8113,17,96,120,8113
8114,17,27,101,8114
8115,17,196,79,8115
8116,17,55,112,8116
8117,17,122,194,8117
8118,17,19,171,8118
8119,17,193,130,8119
8120,17,100,97,8120
8121,17,156,129,8121
8122,17,81,106,8122
8123,17,6,91,8123
8124,17,134,118,8124
8125,17,35,39,8125
8126,17,174,140,8126
8127,17,101,108,8127
8128,17,78,157,8128
8129,17,90,181,8129
8130,17,127,90,8130
8131,17,123,11,8131
8132,17,115,28,8132
8133,17,8,37,8133
8134,17,116,51,8134
8135,17,125,95,8135
8136,17,53,29,8136
8137,17,193,157,8137
8138,17,77,181,8138
8139,17,117,62,8139
8140,17,138,184,8140
8141,17,84,62,8141
8142,17,171,115,8142
8143,17,81,33,8143
8144,17,81,32,8144
8145,17,60,136,8145
8146,17,193,184,8146
8147,17,52,108,8147
8148,17,12,200,8148
8149,17,128,86,8149
8150,17,129,128,8150
8151,17,56,182,8151
8152,17,163,81,8152
8153,17,92,108,8153
8154,17,33,110,8154
8155,17,65,69,8155
8156,17,30,70,8156
8157,17,137,128,8157
8158,17,148,38,8158
8159,17,25,130,8159
8160,17,93,132,8160
8161,17,14,20,8161
8162,17,147,118,8162
8163,17,97,179,8163
8164,17,91,104,8164
8165,17,156,78,8165
8166,17,140,83,8166
8167,17,71,79,8167
8168,17,40,119,8168
8169,17,194,113,8169
8170,17,84,121,8170
8171,17,89,22,8171
8172,17,75,177,8172
8173,17,24,108,8173
8174,17,184,42,8174
8175,17,158,84,8175
8176,17,17,16,8176
8177,17,29,193,8177
8178,17,80,153,8178
8179,17,26,155,8179
8180,17,70,65,8180
8181,17,30,32,8181
8182,17,200,37,8182
8183,17,40,171,8183
8184,17,78,94,8184
8185,17,118,129,8185
8186,17,69,23,8186
8187,17,26,162,8187
8188,17,107,58,8188
8189,17,24,18,8189
8190,17,130,150,8190
8191,17,161,101,8191
8192,17,119,107,8192
8193,17,145,101,8193
8194,17,117,61,8194
8195,17,172,32,8195
8196,17,103,115,8196
8197,17,151,120,8197
8198,17,145,152,8198
8199,17,34,5,8199
8200,17,195,185,8200
8201,17,123,191,8201
8202,17,199,186,8202
8203,17,182,21,8203
8204,17,154,52,8204
8205,17,44,138,8205
8206,17,47,141,8206
8207,17,53,163,8207
8208,17,143,62,8208
8209,17,16,148,8209
8210,17,120,7,8210
8211,17,99,177,8211
8212,17,192,133,8212
8213,17,167,159,8213
8214,17,67,77,8214
8215,17,120,47,8215
8216,17,137,125,8216
8217,17,73,17,8217
8218,17,14,66,8218
8219,17,23,200,8219
8220,17,52,48,8220
8221,17,22,8,8221
8222,17,139,98,8222
8223,17,136,10,8223
8224,17,37,193,8224
8225,17,15,163,8225
8226,17,112,52,8226
8227,17,139,107,8227
8228,17,40,155,8228
8229,17,23,41,8229
8230,17,142,127,8230
8231,17,58,24,8231
8232,17,68,36,8232
8233,17,97,73,8233
8234,17,111,195,8234
8235,17,182,73,8235
8236,17,166,66,8236
8237,17,55,15,8237
8238,17,98,138,8238
8239,17,58,169,8239
8240,17,10,31,8240
8241,17,82,181,8241
8242,17,142,156,8242
8243,17,87,33,8243
8244,17,43,154,8244
8245,17,196,185,8245
8246,17,116,97,8246
8247,17,177,163,8247
8248,17,111,57,8248
8249,17,58,186,8249
8250,17,162,134,8250
8251,17,66,94,8251
8252,17,87,163,8252
8253,17,159,38,8253
8254,17,158,38,8254
8255,17,129,131,8255
8256,17,5,144,8256
8257,17,30,17,8257
8258,17,76,1,8258
8259,17,159,65,8259
8260,17,140,196,8260
8261,17,197,124,8261
8262,17,146,9,8262
8263,17,139,21,8263
8264,17,171,67,8264
8265,17,118,12,8265
8266,17,110,85,8266
8267,17,193,30,8267
8268,17,45,164,8268
8269,17,147,94,8269
8270,17,150,31,8270
8271,17,164,152,8271
8272,17,86,98,8272
8273,17,197,156,8273
8274,17,28,117,8274
8275,17,119,191,8275
8276,17,196,69,8276
8277,17,55,114,8277
8278,17,101,101,8278
8279,17,95,2,8279
8280,17,124,12,8280
8281,17,102,63,8281
8282,17,47,59,8282
8283,17,132,4,8283
8284,17,97,111,8284
8285,17,140,46,8285
8286,17,67,103,8286
8287,17,173,19,8287
8288,17,52,66,8288
8289,17,148,35,8289
8290,17,111,22,8290
8291,17,65,119,8291
8292,17,34,80,8292
8293,17,74,78,8293
8294,17,19,141,8294
8295,17,130,73,8295
8296,17,73,127,8296
8297,17,169,181,8297
8298,17,81,108,8298
8299,17,156,64,8299
8300,17,22,136,8300
8301,17,197,99,8301
8302,17,43,61,8302
8303,17,184,33,8303
8304,17,167,189,8304
8305,17,139,37,8305
8306,17,31,69,8306
8307,17,176,81,8307
8308,17,9,129,8308
8309,17,169,177,8309
8310,17,18,183,8310
8311,17,93,164,8311
8312,17,178,150,8312
8313,17,78,167,8313
8314,17,72,120,8314
8315,17,116,153,8315
8316,17,7,63,8316
8317,17,174,172,8317
8318,17,22,98,8318
8319,17,107,154,8319
8320,17,107,179,8320
8321,17,10,85,8321
8322,17,9,108,8322
8323,17,128,115,8323
8324,17,32,158,8324
8325,17,71,108,8325
8326,17,169,60,8326
8327,17,115,161,8327
8328,17,150,47,8328
8329,17,157,72,8329
8330,17,162,66,8330
8331,17,17,13,8331
8332,17,25,20,8332
8333,17,111,52,8333
8334,17,55,133,8334
8335,17,132,175,8335
8336,17,36,71,8336
8337,17,54,143,8337
8338,17,134,52,8338
8339,17,69,97,8339
8340,17,133,61,8340
8341,17,116,31,8341
8342,17,21,105,8342
8343,17,118,198,8343
8344,17,121,117,8344
8345,17,73,29,8345
8346,17,180,13,8346
8347,17,21,92,8347
8348,17,13,186,8348
8349,17,41,18,8349
8350,17,87,45,8350
8351,17,175,40,8351
8352,17,86,27,8352
8353,17,118,119,8353
8354,17,47,59,8354
8355,17,60,57,8355
8356,17,68,185,8356
8357,17,105,30,8357
8358,17,88,12,8358
8359,17,14,126,8359
8360,17,178,12,8360
8361,17,102,150,8361
8362,17,35,198,8362
8363,17,150,171,8363
8364,17,138,154,8364
8365,17,126,58,8365
8366,17,158,85,8366
8367,17,49,7,8367
8368,17,173,81,8368
8369,17,61,69,8369
8370,17,63,18,8370
8371,17,76,47,8371
8372,17,79,83,8372
8373,17,138,195,8373
8374,17,189,132,8374
8375,17,85,88,8375
8376,17,72,142,8376
8377,17,3,169,8377
8378,17,183,58,8378
8379,17,9,14,8379
8380,17,60,18,8380
8381,17,20,150,8381
8382,17,115,178,8382
8383,17,83,148,8383
8384,17,23,138,8384
8385,17,66,11,8385
8386,17,19,55,8386
8387,17,73,84,8387
8388,17,87,58,8388
8389,17,130,40,8389
8390,17,148,102,8390
8391,17,57,77,8391
8392,17,187,183,8392
8393,17,183,145,8393
8394,17,84,122,8394
8395,17,25,125,8395
8396,17,97,83,8396
8397,17,157,134,8397
8398,17,121,8,8398
8399,17,78,94,8399
8400,17,117,116,8400
8401,17,101,39,8401
8402,17,153,133,8402
8403,17,21,58,8403
8404,17,37,169,8404
8405,17,98,146,8405
8406,17,149,111,8406
8407,17,163,186,8407
8408,17,91,183,8408
8409,17,80,118,8409
8410,17,135,65,8410
8411,17,91,124,8411
8412,17,168,98,8412
8413,17,64,54,8413
8414,17,82,187,8414
8415,17,97,117,8415
8416,17,61,137,8416
8417,17,23,41,8417
8418,17,125,83,8418
8419,17,189,101,8419
8420,17,88,11,8420
8421,17,124,133,8421
8422,17,48,103,8422
8423,17,89,54,8423
8424,17,149,167,8424
8425,17,28,10,8425
8426,17,190,20,8426
8427,17,132,45,8427
8428,17,49,111,8428
8429,17,198,87,8429
8430,17,70,13,8430
8431,17,195,59,8431
8432,17,71,67,8432
8433,17,47,124,8433
8434,17,56,126,8434
8435,17,10,130,8435
8436,10,141,171,8436
8437,10,96,64,8437
8438,10,143,8,8438
8439,10,115,195,8439
8440,10,104,131,8440
8441,10,134,95,8441
8442,10,157,49,8442
8443,10,77,46,8443
8444,10,11,47,8444
8445,10,18,143,8445
8446,10,65,111,8446
8447,10,194,196,8447
8448,10,81,102,8448
8449,10,55,35,8449
8450,10,112,17,8450
8451,10,195,52,8451
8452,10,17,55,8452
8453,10,122,172,8453
8454,10,103,117,8454
8455,10,139,131,8455
8456,10,133,147,8456
8457,10,56,111,8457
8458,10,184,79,8458
8459,10,150,29,8459
8460,10,155,108,8460
8461,10,168,49,8461
8462,10,92,56,8462
8463,10,183,150,8463
8464,10,165,102,8464
8465,10,59,100,8465
8466,10,108,93,8466
8467,10,15,135,8467
8468,10,180,183,8468
8469,10,126,23,8469
8470,10,147,86,8470
8471,10,91,3,8471
8472,10,71,52,8472
8473,10,175,131,8473
8474,10,116,192,8474
8475,10,169,94,8475
8476,10,148,96,8476
8477,10,98,11,8477
8478,10,76,88,8478
8479,10,68,139,8479
8480,10,188,175,8480
8481,10,114,149,8481
8482,10,57,137,8482
8483,10,51,49,8483
8484,10,102,68,8484
8485,10,108,3,8485
8486,10,191,79,8486
8487,10,36,182,8487
8488,10,98,47,8488
8489,10,74,85,8489
8490,10,147,180,8490
8491,10,164,88,8491
8492,10,41,160,8492
8493,10,9,54,8493
8494,10,94,5,8494
8495,10,56,68,8495
8496,10,164,5,8496
8497,10,186,163,8497
8498,10,138,145,8498
8499,10,101,71,8499
8500,10,171,155,8500
8501,10,192,35,8501
8502,10,39,140,8502
8503,10,64,168,8503
8504,10,10,84,8504
8505,10,13,41,8505
8506,10,144,56,8506
8507,10,6,187,8507
8508,10,97,64,8508
8509,10,14,141,8509
8510,10,142,145,8510
8511,10,177,160,8511
8512,10,46,27,8512
8513,10,62,109,8513
8514,10,8,110,8514
8515,10,152,153,8515
8516,10,49,140,8516
8517,10,143,26,8517
8518,10,146,112,8518
8519,10,69,82,8519
8520,10,141,160,8520
8521,10,112,134,8521
8522,10,158,31,8522
8523,10,144,186,8523
8524,10,100,77,8524
8525,10,39,71,8525
8526,10,107,156,8526
8527,10,143,34,8527
8528,10,27,158,8528
8529,10,22,90,8529
8530,10,134,110,8530
8531,10,117,165,8531
8532,10,169,162,8532
8533,10,63,143,8533
8534,10,20,176,8534
8535,10,117,49,8535
8536,10,71,193,8536
8537,10,125,53,8537
8538,10,18,46,8538
8539,10,163,10,8539
8540,10,67,188,8540
8541,10,139,58,8541
8542,10,39,44,8542
8543,10,49,118,8543
8544,10,65,164,8544
8545,10,152,95,8545
8546,10,70,13,8546
8547,10,33,196,8547
8548,10,81,163,8548
8549,10,158,13,8549
8550,10,2,140,8550
8551,10,103,172,8551
8552,10,193,19,8552
8553,10,122,177,8553
8554,10,98,164,8554
8555,10,55,135,8555
8556,10,51,143,8556
8557,10,146,84,8557
8558,10,43,10,8558
8559,10,7,110,8559
8560,10,121,181,8560
8561,10,14,50,8561
8562,10,153,85,8562
8563,10,24,26,8563
8564,10,138,123,8564
8565,10,89,162,8565
8566,10,81,148,8566
8567,10,189,195,8567
8568,10,54,162,8568
8569,10,171,75,8569
8570,10,182,127,8570
8571,10,93,33,8571
8572,10,136,2,8572
8573,10,139,136,8573
8574,10,67,176,8574
8575,10,28,172,8575
8576,10,29,87,8576
8577,10,160,80,8577
8578,10,143,14,8578
8579,10,126,64,8579
8580,10,29,70,8580
8581,10,188,174,8581
8582,10,87,140,8582
8583,10,143,163,8583
8584,10,168,120,8584
8585,10,116,47,8585
8586,10,96,167,8586
8587,10,35,128,8587
8588,10,136,124,8588
8589,10,40,21,8589
8590,10,103,87,8590
8591,10,28,174,8591
8592,10,73,12,8592
8593,10,10,66,8593
8594,10,85,37,8594
8595,10,77,47,8595
8596,10,60,162,8596
8597,10,61,79,8597
8598,10,124,135,8598
8599,10,57,171,8599
8600,10,187,42,8600
8601,10,164,29,8601
8602,10,28,183,8602
8603,10,124,173,8603
8604,10,76,68,8604
8605,10,41,56,8605
8606,10,91,109,8606
8607,10,84,73,8607
8608,10,189,105,8608
8609,10,162,15,8609
8610,10,111,90,8610
8611,10,170,18,8611
8612,10,72,133,8612
8613,10,57,77,8613
8614,10,169,54,8614
8615,10,151,99,8615
8616,10,159,97,8616
8617,10,162,144,8617
8618,10,31,174,8618
8619,10,13,136,8619
8620,10,179,121,8620
8621,10,149,139,8621
8622,10,32,200,8622
8623,10,25,136,8623
8624,10,86,44,8624
8625,10,71,127,8625
8626,10,66,52,8626
8627,10,64,56,8627
8628,10,109,28,8628
8629,10,120,85,8629
8630,10,129,178,8630
8631,10,180,49,8631
8632,10,141,51,8632
8633,10,86,16,8633
8634,10,11,33,8634
8635,10,103,112,8635
8636,10,36,150,8636
8637,10,162,105,8637
8638,10,13,178,8638
8639,10,58,109,8639
8640,10,190,194,8640
8641,10,165,69,8641
8642,10,77,11,8642
8643,10,68,79,8643
8644,10,128,97,8644
8645,10,114,16,8645
8646,10,46,141,8646
8647,10,107,163,8647
8648,10,86,138,8648
8649,10,23,130,8649
8650,10,85,4,8650
8651,10,181,143,8651
8652,10,83,72,8652
8653,10,169,49,8653
8654,10,26,168,8654
8655,10,136,15,8655
8656,10,97,114,8656
8657,10,121,152,8657
8658,10,141,36,8658
8659,10,181,19,8659
8660,10,59,164,8660
8661,10,121,81,8661
8662,10,172,158,8662
8663,10,186,140,8663
8664,10,106,123,8664
8665,10,155,149,8665
8666,10,36,94,8666
8667,10,94,60,8667
8668,10,64,50,8668
8669,10,77,139,8669
8670,10,110,134,8670
8671,10,164,108,8671
8672,10,60,109,8672
8673,10,188,113,8673
8674,10,55,159,8674
8675,10,197,51,8675
8676,10,98,177,8676
8677,10,22,29,8677
8678,10,191,188,8678
8679,10,122,138,8679
8680,10,192,68,8680
8681,10,50,83,8681
8682,10,138,150,8682
8683,10,112,39,8683
8684,10,190,110,8684
8685,10,63,1,8685
8686,10,88,196,8686
8687,10,142,56,8687
8688,10,184,133,8688
8689,10,57,199,8689
8690,10,174,69,8690
8691,10,173,197,8691
8692,10,156,18,8692
8693,10,43,10,8693
8694,10,99,131,8694
8695,10,15,174,8695
8696,10,114,100,8696
8697,10,144,19,8697
8698,10,72,95,8698
8699,10,122,171,8699
8700,10,94,82,8700
8701,10,48,186,8701
8702,10,14,35,8702
8703,10,146,75,8703
8704,10,44,140,8704
8705,10,191,57,8705
8706,10,101,12,8706
8707,10,163,198,8707
8708,10,150,98,8708
8709,10,191,167,8709
8710,10,49,165,8710
8711,10,6,111,8711
8712,10,188,64,8712
8713,10,129,93,8713
8714,10,20,18,8714
8715,10,130,157,8715
8716,10,80,163,8716
8717,10,108,13,8717
8718,10,33,84,8718
8719,10,48,101,8719
8720,10,28,175,8720
8721,10,96,127,8721
8722,10,13,4,8722
8723,10,111,142,8723
8724,10,31,13,8724
8725,10,50,58,8725
8726,10,40,110,8726
8727,10,100,139,8727
8728,10,9,186,8728
8729,10,145,27,8729
8730,10,38,38,8730
8731,10,169,7,8731
8732,10,167,2,8732
8733,10,94,99,8733
8734,10,140,194,8734
