c_carid,c_model,c_make,c_year,c_color,c_engine,c_transmission,c_class,c_tint,c_convertible,c_carbonPackage
8065,R8,AUDI,2021,YELLOW,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8066,R8,AUDI,2021,GREEN,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8067,R8,AUDI,2021,WHITE,V6,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8068,R8,AUDI,2021,BLACK,V6,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8069,R8,AUDI,2021,RED,V6,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8070,R8,AUDI,2021,BLUE,V6,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8071,R8,AUDI,2021,GREY,V6,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8072,R8,AUDI,2021,YELLOW,V6,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8073,R8,AUDI,2021,GREEN,V6,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8074,R8,AUDI,2021,WHITE,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,NO
8075,R8,AUDI,2021,BLACK,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,NO
8076,R8,AUDI,2021,RED,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,NO
8077,R8,AUDI,2021,BLUE,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,NO
8078,R8,AUDI,2021,GREY,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,NO
8079,R8,AUDI,2021,YELLOW,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,NO
8080,R8,AUDI,2021,GREEN,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,NO
8081,R8,AUDI,2021,WHITE,I4,8-SPEED-MANUEL,SPORTS,YES,NO,NO
8082,R8,AUDI,2021,BLACK,I4,8-SPEED-MANUEL,SPORTS,YES,NO,NO
8083,R8,AUDI,2021,RED,I4,8-SPEED-MANUEL,SPORTS,YES,NO,NO
8084,R8,AUDI,2021,BLUE,I4,8-SPEED-MANUEL,SPORTS,YES,NO,NO
8085,R8,AUDI,2021,GREY,I4,8-SPEED-MANUEL,SPORTS,YES,NO,NO
8086,R8,AUDI,2021,YELLOW,I4,8-SPEED-MANUEL,SPORTS,YES,NO,NO
8087,R8,AUDI,2021,GREEN,I4,8-SPEED-MANUEL,SPORTS,YES,NO,NO
8088,R8,AUDI,2021,WHITE,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8089,R8,AUDI,2021,BLACK,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8090,R8,AUDI,2021,RED,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8091,R8,AUDI,2021,BLUE,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8092,R8,AUDI,2021,GREY,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8093,R8,AUDI,2021,YELLOW,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8094,R8,AUDI,2021,GREEN,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,NO
8095,R8,AUDI,2021,WHITE,I4,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8096,R8,AUDI,2021,BLACK,I4,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8097,R8,AUDI,2021,RED,I4,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8098,R8,AUDI,2021,BLUE,I4,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8099,R8,AUDI,2021,GREY,I4,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8100,R8,AUDI,2021,YELLOW,I4,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8101,R8,AUDI,2021,GREEN,I4,8-SPEED-MANUEL,SPORTS,NO,NO,NO
8102,TAYCAN,PORCHE,2021,WHITE,V8,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8103,TAYCAN,PORCHE,2021,BLACK,V8,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8104,TAYCAN,PORCHE,2021,RED,V8,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8105,TAYCAN,PORCHE,2021,BLUE,V8,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8106,TAYCAN,PORCHE,2021,GREY,V8,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8107,TAYCAN,PORCHE,2021,YELLOW,V8,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8108,TAYCAN,PORCHE,2021,GREEN,V8,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8109,TAYCAN,PORCHE,2021,WHITE,V8,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8110,TAYCAN,PORCHE,2021,BLACK,V8,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8111,TAYCAN,PORCHE,2021,RED,V8,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8112,TAYCAN,PORCHE,2021,BLUE,V8,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8113,TAYCAN,PORCHE,2021,GREY,V8,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8114,TAYCAN,PORCHE,2021,YELLOW,V8,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8115,TAYCAN,PORCHE,2021,GREEN,V8,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8116,TAYCAN,PORCHE,2021,WHITE,V8,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8117,TAYCAN,PORCHE,2021,BLACK,V8,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8118,TAYCAN,PORCHE,2021,RED,V8,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8119,TAYCAN,PORCHE,2021,BLUE,V8,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8120,TAYCAN,PORCHE,2021,GREY,V8,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8121,TAYCAN,PORCHE,2021,YELLOW,V8,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8122,TAYCAN,PORCHE,2021,GREEN,V8,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8123,TAYCAN,PORCHE,2021,WHITE,V8,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8124,TAYCAN,PORCHE,2021,BLACK,V8,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8125,TAYCAN,PORCHE,2021,RED,V8,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8126,TAYCAN,PORCHE,2021,BLUE,V8,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8127,TAYCAN,PORCHE,2021,GREY,V8,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8128,TAYCAN,PORCHE,2021,YELLOW,V8,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8129,TAYCAN,PORCHE,2021,GREEN,V8,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8130,TAYCAN,PORCHE,2021,WHITE,V6,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8131,TAYCAN,PORCHE,2021,BLACK,V6,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8132,TAYCAN,PORCHE,2021,RED,V6,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8133,TAYCAN,PORCHE,2021,BLUE,V6,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8134,TAYCAN,PORCHE,2021,GREY,V6,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8135,TAYCAN,PORCHE,2021,YELLOW,V6,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8136,TAYCAN,PORCHE,2021,GREEN,V6,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8137,TAYCAN,PORCHE,2021,WHITE,V6,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8138,TAYCAN,PORCHE,2021,BLACK,V6,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8139,TAYCAN,PORCHE,2021,RED,V6,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8140,TAYCAN,PORCHE,2021,BLUE,V6,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8141,TAYCAN,PORCHE,2021,GREY,V6,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8142,TAYCAN,PORCHE,2021,YELLOW,V6,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8143,TAYCAN,PORCHE,2021,GREEN,V6,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8144,TAYCAN,PORCHE,2021,WHITE,V6,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8145,TAYCAN,PORCHE,2021,BLACK,V6,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8146,TAYCAN,PORCHE,2021,RED,V6,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8147,TAYCAN,PORCHE,2021,BLUE,V6,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8148,TAYCAN,PORCHE,2021,GREY,V6,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8149,TAYCAN,PORCHE,2021,YELLOW,V6,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8150,TAYCAN,PORCHE,2021,GREEN,V6,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8151,TAYCAN,PORCHE,2021,WHITE,V6,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8152,TAYCAN,PORCHE,2021,BLACK,V6,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8153,TAYCAN,PORCHE,2021,RED,V6,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8154,TAYCAN,PORCHE,2021,BLUE,V6,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8155,TAYCAN,PORCHE,2021,GREY,V6,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8156,TAYCAN,PORCHE,2021,YELLOW,V6,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8157,TAYCAN,PORCHE,2021,GREEN,V6,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8158,TAYCAN,PORCHE,2021,WHITE,I4,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8159,TAYCAN,PORCHE,2021,BLACK,I4,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8160,TAYCAN,PORCHE,2021,RED,I4,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8161,TAYCAN,PORCHE,2021,BLUE,I4,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8162,TAYCAN,PORCHE,2021,GREY,I4,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8163,TAYCAN,PORCHE,2021,YELLOW,I4,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8164,TAYCAN,PORCHE,2021,GREEN,I4,8-SPEED-AUTOMATIC,SEDAN,YES,YES,NO
8165,TAYCAN,PORCHE,2021,WHITE,I4,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8166,TAYCAN,PORCHE,2021,BLACK,I4,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8167,TAYCAN,PORCHE,2021,RED,I4,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8168,TAYCAN,PORCHE,2021,BLUE,I4,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8169,TAYCAN,PORCHE,2021,GREY,I4,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8170,TAYCAN,PORCHE,2021,YELLOW,I4,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8171,TAYCAN,PORCHE,2021,GREEN,I4,8-SPEED-MANUEL,SEDAN,YES,YES,NO
8172,TAYCAN,PORCHE,2021,WHITE,I4,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8173,TAYCAN,PORCHE,2021,BLACK,I4,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8174,TAYCAN,PORCHE,2021,RED,I4,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8175,TAYCAN,PORCHE,2021,BLUE,I4,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8176,TAYCAN,PORCHE,2021,GREY,I4,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8177,TAYCAN,PORCHE,2021,YELLOW,I4,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8178,TAYCAN,PORCHE,2021,GREEN,I4,8-SPEED-AUTOMATIC,SEDAN,NO,YES,NO
8179,TAYCAN,PORCHE,2021,WHITE,I4,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8180,TAYCAN,PORCHE,2021,BLACK,I4,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8181,TAYCAN,PORCHE,2021,RED,I4,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8182,TAYCAN,PORCHE,2021,BLUE,I4,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8183,TAYCAN,PORCHE,2021,GREY,I4,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8184,TAYCAN,PORCHE,2021,YELLOW,I4,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8185,TAYCAN,PORCHE,2021,GREEN,I4,8-SPEED-MANUEL,SEDAN,NO,YES,NO
8186,TAYCAN,PORCHE,2021,BLACK,V8,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8187,TAYCAN,PORCHE,2021,RED,V8,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8188,TAYCAN,PORCHE,2021,BLUE,V8,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8189,TAYCAN,PORCHE,2021,GREY,V8,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8190,TAYCAN,PORCHE,2021,YELLOW,V8,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8191,TAYCAN,PORCHE,2021,GREEN,V8,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8192,TAYCAN,PORCHE,2021,WHITE,V8,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8193,TAYCAN,PORCHE,2021,BLACK,V8,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8194,TAYCAN,PORCHE,2021,RED,V8,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8195,TAYCAN,PORCHE,2021,BLUE,V8,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8196,TAYCAN,PORCHE,2021,GREY,V8,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8197,TAYCAN,PORCHE,2021,YELLOW,V8,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8198,TAYCAN,PORCHE,2021,GREEN,V8,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8199,TAYCAN,PORCHE,2021,WHITE,V8,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8200,TAYCAN,PORCHE,2021,BLACK,V8,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8201,TAYCAN,PORCHE,2021,RED,V8,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8202,TAYCAN,PORCHE,2021,BLUE,V8,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8203,TAYCAN,PORCHE,2021,GREY,V8,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8204,TAYCAN,PORCHE,2021,YELLOW,V8,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8205,TAYCAN,PORCHE,2021,GREEN,V8,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8206,TAYCAN,PORCHE,2021,WHITE,V8,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8207,TAYCAN,PORCHE,2021,BLACK,V8,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8208,TAYCAN,PORCHE,2021,RED,V8,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8209,TAYCAN,PORCHE,2021,BLUE,V8,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8210,TAYCAN,PORCHE,2021,GREY,V8,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8211,TAYCAN,PORCHE,2021,YELLOW,V8,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8212,TAYCAN,PORCHE,2021,GREEN,V8,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8213,TAYCAN,PORCHE,2021,WHITE,V6,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8214,TAYCAN,PORCHE,2021,BLACK,V6,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8215,TAYCAN,PORCHE,2021,RED,V6,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8216,TAYCAN,PORCHE,2021,BLUE,V6,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8217,TAYCAN,PORCHE,2021,GREY,V6,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8218,TAYCAN,PORCHE,2021,YELLOW,V6,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8219,TAYCAN,PORCHE,2021,GREEN,V6,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8220,TAYCAN,PORCHE,2021,WHITE,V6,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8221,TAYCAN,PORCHE,2021,BLACK,V6,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8222,TAYCAN,PORCHE,2021,RED,V6,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8223,TAYCAN,PORCHE,2021,BLUE,V6,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8224,TAYCAN,PORCHE,2021,GREY,V6,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8225,TAYCAN,PORCHE,2021,YELLOW,V6,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8226,TAYCAN,PORCHE,2021,GREEN,V6,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8227,TAYCAN,PORCHE,2021,WHITE,V6,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8228,TAYCAN,PORCHE,2021,BLACK,V6,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8229,TAYCAN,PORCHE,2021,RED,V6,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8230,TAYCAN,PORCHE,2021,BLUE,V6,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8231,TAYCAN,PORCHE,2021,GREY,V6,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8232,TAYCAN,PORCHE,2021,YELLOW,V6,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8233,TAYCAN,PORCHE,2021,GREEN,V6,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8234,TAYCAN,PORCHE,2021,WHITE,V6,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8235,TAYCAN,PORCHE,2021,BLACK,V6,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8236,TAYCAN,PORCHE,2021,RED,V6,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8237,TAYCAN,PORCHE,2021,BLUE,V6,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8238,TAYCAN,PORCHE,2021,GREY,V6,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8239,TAYCAN,PORCHE,2021,YELLOW,V6,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8240,TAYCAN,PORCHE,2021,GREEN,V6,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8241,TAYCAN,PORCHE,2021,WHITE,I4,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8242,TAYCAN,PORCHE,2021,BLACK,I4,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8243,TAYCAN,PORCHE,2021,RED,I4,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8244,TAYCAN,PORCHE,2021,BLUE,I4,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8245,TAYCAN,PORCHE,2021,GREY,I4,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8246,TAYCAN,PORCHE,2021,YELLOW,I4,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8247,TAYCAN,PORCHE,2021,GREEN,I4,8-SPEED-AUTOMATIC,SEDAN,YES,NO,NO
8248,TAYCAN,PORCHE,2021,WHITE,I4,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8249,TAYCAN,PORCHE,2021,BLACK,I4,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8250,TAYCAN,PORCHE,2021,RED,I4,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8251,TAYCAN,PORCHE,2021,BLUE,I4,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8252,TAYCAN,PORCHE,2021,GREY,I4,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8253,TAYCAN,PORCHE,2021,YELLOW,I4,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8254,TAYCAN,PORCHE,2021,GREEN,I4,8-SPEED-MANUEL,SEDAN,YES,NO,NO
8255,TAYCAN,PORCHE,2021,WHITE,I4,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8256,TAYCAN,PORCHE,2021,BLACK,I4,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8257,TAYCAN,PORCHE,2021,RED,I4,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8258,TAYCAN,PORCHE,2021,BLUE,I4,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8259,TAYCAN,PORCHE,2021,GREY,I4,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8260,TAYCAN,PORCHE,2021,YELLOW,I4,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8261,TAYCAN,PORCHE,2021,GREEN,I4,8-SPEED-AUTOMATIC,SEDAN,NO,NO,NO
8262,TAYCAN,PORCHE,2021,WHITE,I4,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8263,TAYCAN,PORCHE,2021,BLACK,I4,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8264,TAYCAN,PORCHE,2021,RED,I4,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8265,TAYCAN,PORCHE,2021,BLUE,I4,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8266,TAYCAN,PORCHE,2021,GREY,I4,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8267,TAYCAN,PORCHE,2021,YELLOW,I4,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8268,TAYCAN,PORCHE,2021,GREEN,I4,8-SPEED-MANUEL,SEDAN,NO,NO,NO
8269,GT3RS,PORCHE,2021,WHITE,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8270,GT3RS,PORCHE,2021,BLACK,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8271,GT3RS,PORCHE,2021,RED,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8272,GT3RS,PORCHE,2021,BLUE,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8273,GT3RS,PORCHE,2021,GREY,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8274,GT3RS,PORCHE,2021,YELLOW,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8275,GT3RS,PORCHE,2021,GREEN,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8276,GT3RS,PORCHE,2021,WHITE,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8277,GT3RS,PORCHE,2021,BLACK,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8278,GT3RS,PORCHE,2021,RED,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8279,GT3RS,PORCHE,2021,BLUE,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8280,GT3RS,PORCHE,2021,GREY,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8281,GT3RS,PORCHE,2021,YELLOW,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8282,GT3RS,PORCHE,2021,GREEN,V8,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8283,GT3RS,PORCHE,2021,WHITE,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8284,GT3RS,PORCHE,2021,BLACK,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8285,GT3RS,PORCHE,2021,RED,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8286,GT3RS,PORCHE,2021,BLUE,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8287,GT3RS,PORCHE,2021,GREY,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8288,GT3RS,PORCHE,2021,YELLOW,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8289,GT3RS,PORCHE,2021,GREEN,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8290,GT3RS,PORCHE,2021,WHITE,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8291,GT3RS,PORCHE,2021,BLACK,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8292,GT3RS,PORCHE,2021,RED,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8293,GT3RS,PORCHE,2021,BLUE,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8294,GT3RS,PORCHE,2021,GREY,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8295,GT3RS,PORCHE,2021,YELLOW,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8296,GT3RS,PORCHE,2021,GREEN,V8,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8297,GT3RS,PORCHE,2021,WHITE,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8298,GT3RS,PORCHE,2021,BLACK,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8299,GT3RS,PORCHE,2021,RED,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8300,GT3RS,PORCHE,2021,BLUE,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8301,GT3RS,PORCHE,2021,GREY,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8302,GT3RS,PORCHE,2021,YELLOW,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8303,GT3RS,PORCHE,2021,GREEN,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8304,GT3RS,PORCHE,2021,WHITE,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8305,GT3RS,PORCHE,2021,BLACK,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8306,GT3RS,PORCHE,2021,RED,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8307,GT3RS,PORCHE,2021,BLUE,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8308,GT3RS,PORCHE,2021,GREY,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8309,GT3RS,PORCHE,2021,YELLOW,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8310,GT3RS,PORCHE,2021,GREEN,V6,7-SPEED-AUTOMATIC,SPORTS ,YES,YES,NO
8311,GT3RS,PORCHE,2021,WHITE,V6,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8312,GT3RS,PORCHE,2021,BLACK,V6,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8313,GT3RS,PORCHE,2021,RED,V6,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8314,GT3RS,PORCHE,2021,BLUE,V6,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
8315,GT3RS,PORCHE,2021,GREY,V6,7-SPEED-MANUEL,SPORTS ,NO,YES,NO
